fecha_operacion,operacion,importe,operacion_limpia,tipo,año_mes,categoria,origen
2022-03-09,"transferencia de evelymar esperanza bastidas rosario, concepto pago ajuste mensualidad marzo.",55.0,transferencia de evelymar esperanza bastidas rosario concepto pago ajuste mensualidad marzo,ingreso,2022-03,Ingreso,manual
2022-03-09,"reintegro, atm:00496140, las palmas de, . :*585729",100.0,reintegro atm las palmas de,gasto,2022-03,Ingreso,manual
2022-03-09,"transaccion contactless en las casitas emp, las palmas de, . :*585729",2.4,transaccion contactless en las casitas emp las palmas de,gasto,2022-03,Restauración,manual
2022-03-10,"transaccion contactless en minimarket la x, las palmas, . :*585729",1.8,transaccion contactless en minimarket la x las palmas,gasto,2022-03,Restauración,modelo
2022-03-11,"compra internet en univ. las palma, las palmas de, . :*585729",113.14,compra internet en univ las palma las palmas de,gasto,2022-03,Facturas,manual
2022-03-11,transferencia a favor de samuel concepto: ya t: sabeh (comida),10.0,transferencia a favor de samuel concepto ya t sabeh comida,gasto,2022-03,Transferencia personal,manual
2022-03-14,transferencia a favor de paula andrea garc:a garc:a concepto: cine man,5.5,transferencia a favor de paula andrea garc a garc a concepto cine man,gasto,2022-03,Transferencia personal,manual
2022-03-12,"transaccion contactless en supermercdo lop, valsequillo (, . :*585729",4.11,transaccion contactless en supermercdo lop valsequillo,gasto,2022-03,Restauración,modelo
2022-03-12,"transaccion contactless en pomme trip, jinamar, . :*585729",2.6,transaccion contactless en pomme trip jinamar,gasto,2022-03,Restauración,modelo
2022-03-11,"compra apple.com/bill, itunes.com, eta 5163830309585729 , comision 0,00",8.99,compra apple com bill itunes com eta comision,gasto,2022-03,Ocio / Suscripciones,manual
2022-03-15,"en petroprix las p, las palmas, . :*585729",40.0,en petroprix las p las palmas,gasto,2022-03,Transporte,manual
2022-03-16,"en bazar valsequil, valsequillo, . :*585729",3.3,en bazar valsequil valsequillo,gasto,2022-03,Restauración,modelo
2022-03-17,"en minimarket la x, las palmas, . :*585729",0.9,en minimarket la x las palmas,gasto,2022-03,Restauración,modelo
2022-03-18,"en minimarket la x, las palmas, . :*585729",1.1,en minimarket la x las palmas,gasto,2022-03,Restauración,modelo
2022-03-21,"compra en el corte ingles, las palmas, . :*585729",17.9,compra en el corte ingles las palmas,gasto,2022-03,Restauración,modelo
2022-03-18,"transaccion contactless en alcampo telde, telde, . :*585729",3.99,transaccion contactless en alcampo telde telde,gasto,2022-03,Supermercado,manual
2022-03-19,"transaccion contactless en mercadona san g, telde, . :*585729",2.25,transaccion contactless en mercadona san g telde,gasto,2022-03,Supermercado,manual
2022-03-23,"transferencia de evelymar esperanza bastidas rosario, concepto nueva mensualidad abril.",230.0,transferencia de evelymar esperanza bastidas rosario concepto nueva mensualidad abril,ingreso,2022-03,Ingreso,manual
2022-03-23,"transferencia de evelymar esperanza bastidas rosario, concepto ordenador.",800.0,transferencia de evelymar esperanza bastidas rosario concepto ordenador,ingreso,2022-03,Ingreso,manual
2022-03-23,"transferencia de evelymar esperanza bastidas rosario, concepto clases particulares abril.",156.0,transferencia de evelymar esperanza bastidas rosario concepto clases particulares abril,ingreso,2022-03,Ingreso,manual
2022-03-23,"transferencia de evelymar esperanza bastidas rosario, concepto pago universidad abril.",113.14,transferencia de evelymar esperanza bastidas rosario concepto pago universidad abril,ingreso,2022-03,Ingreso,manual
2022-03-24,"transaccion contactless en media markt - t, jinamar, . :*585729",797.03,transaccion contactless en media markt t jinamar,gasto,2022-03,Gastos extraordinarios,manual
2022-03-23,"transaccion contactless en en 1 plis plas, telde, . :*585729",20.8,transaccion contactless en en plis plas telde,gasto,2022-03,Supermercado,modelo
2022-03-24,"transaccion contactless en minimarket la x, las palmas, . :*585729",0.8,transaccion contactless en minimarket la x las palmas,gasto,2022-03,Restauración,modelo
2022-03-25,"en petroprix las p, las palmas, . :*585729",30.0,en petroprix las p las palmas,gasto,2022-03,Transporte,manual
2022-03-28,"en laiba doner keb, telde, . :*585729",13.6,en laiba doner keb telde,gasto,2022-03,Supermercado,modelo
2022-03-29,"en minimarket la x, las palmas, . :*585729",1.35,en minimarket la x las palmas,gasto,2022-03,Restauración,modelo
2022-03-31,"transferencia de oscar alejandro gomez bastidas, concepto wiii.",11.0,transferencia de oscar alejandro gomez bastidas concepto wiii,ingreso,2022-03,Ingreso,manual
2022-04-01,"compra sagulpa, las palmas de, eta 5163830309585729 , comision 0,00",0.7,compra sagulpa las palmas de eta comision,gasto,2022-04,Restauración,modelo
2022-04-04,"transaccion contactless en supermercdo lop, valsequillo (, . :*585729",20.08,transaccion contactless en supermercdo lop valsequillo,gasto,2022-04,Restauración,modelo
2022-04-02,"transaccion contactless en la panera, valsequillo (, . :*585729",5.15,transaccion contactless en la panera valsequillo,gasto,2022-04,Restauración,modelo
2022-04-02,"en supermercdo lop, valsequillo (, . :*585729",1.4,en supermercdo lop valsequillo,gasto,2022-04,Restauración,modelo
2022-04-02,"transaccion contactless en supermercdo lop, valsequillo (, . :*585729",1.35,transaccion contactless en supermercdo lop valsequillo,gasto,2022-04,Restauración,modelo
2022-04-01,"compra playstationnetwork, london, eta 5163830309585729 , comision 0,00",59.99,compra playstationnetwork london eta comision,gasto,2022-04,Compras no esenciales,manual
2022-04-02,"compra spotifyes p1aabbbb95, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes paabbbb stockholm eta comision,gasto,2022-04,Ocio / Suscripciones,manual
2022-04-05,"transaccion contactless en minimarket la x, las palmas, . :*585729",1.35,transaccion contactless en minimarket la x las palmas,gasto,2022-04,Restauración,modelo
2022-04-06,"en academia univer, palmas, . :*585729",162.0,en academia univer palmas,gasto,2022-04,Gastos extraordinarios,manual
2022-04-06,"compra internet en e.s. la mareta, telde, . :*585729",23.43,compra internet en e s la mareta telde,gasto,2022-04,Restauración,modelo
2022-04-06,"en las casitas, las palmas de, . :*585729",2.5,en las casitas las palmas de,gasto,2022-04,Restauración,manual
2022-04-08,"transaccion contactless en las casitas emp, las palmas de, . :*585729",1.5,transaccion contactless en las casitas emp las palmas de,gasto,2022-04,Restauración,manual
2022-04-08,"compra internet en www.fulp.ulpgc., palmas (las), . :*585729",40.0,compra internet en www fulp ulpgc palmas las,gasto,2022-04,Restauración,modelo
2022-04-08,"compra internet en univ. las palma, las palmas de, . :*585729",113.14,compra internet en univ las palma las palmas de,gasto,2022-04,Facturas,manual
2022-04-11,"transaccion contactless en supermercdo lop, valsequillo (, . :*585729",7.24,transaccion contactless en supermercdo lop valsequillo,gasto,2022-04,Restauración,modelo
2022-04-12,"transaccion contactless en piscolabis la h, valsequillo, . :*585729",4.9,transaccion contactless en piscolabis la h valsequillo,gasto,2022-04,Restauración,modelo
2022-04-13,"transferencia de oscar alejandro gomez bastidas, concepto zi.",30.0,transferencia de oscar alejandro gomez bastidas concepto zi,ingreso,2022-04,Ingreso,manual
2022-04-11,"compra apple.com/bill, itunes.com, eta 5163830309585729 , comision 0,00",8.99,compra apple com bill itunes com eta comision,gasto,2022-04,Ocio / Suscripciones,manual
2022-04-13,"transaccion contactless en natural kitchen, las palmas, . :*585729",19.0,transaccion contactless en natural kitchen las palmas,gasto,2022-04,Restauración,modelo
2022-04-18,"transaccion contactless en e.s. cidelmar, las palmas, . :*585729",11.22,transaccion contactless en e s cidelmar las palmas,gasto,2022-04,Restauración,modelo
2022-04-17,"en bazar valsequil, valsequillo, . :*585729",0.6,en bazar valsequil valsequillo,gasto,2022-04,Restauración,modelo
2022-04-20,"transaccion contactless en minimarket la x, las palmas, . :*585729",0.5,transaccion contactless en minimarket la x las palmas,gasto,2022-04,Restauración,modelo
2022-04-22,"en las casitas emp, las palmas de, . :*585729",1.6,en las casitas emp las palmas de,gasto,2022-04,Restauración,manual
2022-04-22,"compra internet en e.s. la mareta, telde, . :*585729",23.47,compra internet en e s la mareta telde,gasto,2022-04,Restauración,modelo
2022-04-25,"compra domestic & general esp, madrid, eta 5163830309585729 , comision 0,00",6.19,compra domestic & general esp madrid eta comision,gasto,2022-04,Ocio / Suscripciones,modelo
2022-04-26,"transferencia de evelymar esperanza bastidas rosario, concepto gastos mes mayo.",230.0,transferencia de evelymar esperanza bastidas rosario concepto gastos mes mayo,ingreso,2022-04,Ingreso,manual
2022-04-26,"transferencia de evelymar esperanza bastidas rosario, concepto airpods.",230.0,transferencia de evelymar esperanza bastidas rosario concepto airpods,ingreso,2022-04,Ingreso,manual
2022-04-26,"transaccion contactless en media markt - t, jinamar, . :*585729",241.39,transaccion contactless en media markt t jinamar,gasto,2022-04,Gastos extraordinarios,manual
2022-04-27,"transferencia de evelymar esperanza bastidas rosario, concepto clases particulares mayo.",162.0,transferencia de evelymar esperanza bastidas rosario concepto clases particulares mayo,ingreso,2022-04,Ingreso,manual
2022-04-25,"compra sagulpa, las palmas de, eta 5163830309585729 , comision 0,00",0.7,compra sagulpa las palmas de eta comision,gasto,2022-04,Restauración,modelo
2022-04-27,"transaccion contactless en punto coma, palmas (las), . :*585729",2.1,transaccion contactless en punto coma palmas las,gasto,2022-04,Restauración,modelo
2022-04-28,"transaccion contactless en minimarket la x, las palmas, . :*585729",1.75,transaccion contactless en minimarket la x las palmas,gasto,2022-04,Restauración,modelo
2022-04-28,transferencia a favor de ana concepto: comida,5.0,transferencia a favor de ana concepto comida,gasto,2022-04,Transferencia personal,manual
2022-04-29,"en las casitas emp, las palmas de, . :*585729",1.6,en las casitas emp las palmas de,gasto,2022-04,Restauración,manual
2022-04-29,"compra internet en e.s. la mareta, telde, . :*585729",23.57,compra internet en e s la mareta telde,gasto,2022-04,Restauración,modelo
2022-04-29,"en laiba doner keb, telde, . :*585729",6.3,en laiba doner keb telde,gasto,2022-04,Supermercado,modelo
2022-05-02,"transaccion contactless en alcampo telde, telde, . :*585729",62.21,transaccion contactless en alcampo telde telde,gasto,2022-05,Supermercado,manual
2022-05-02,"transferencia de oscar alejandro gomez bastidas, concepto y.",12.0,transferencia de oscar alejandro gomez bastidas concepto y,ingreso,2022-05,Ingreso,manual
2022-05-03,"transaccion contactless en minimarket la x, las palmas, . :*585729",2.8,transaccion contactless en minimarket la x las palmas,gasto,2022-05,Restauración,modelo
2022-05-04,"transaccion contactless en academia univer, palmas, . :*585729",156.0,transaccion contactless en academia univer palmas,gasto,2022-05,Gastos extraordinarios,manual
2022-05-04,"transaccion contactless en las casitas emp, las palmas de, . :*585729",4.4,transaccion contactless en las casitas emp las palmas de,gasto,2022-05,Restauración,manual
2022-05-04,"en las casitas emp, las palmas de, . :*585729",1.0,en las casitas emp las palmas de,gasto,2022-05,Restauración,manual
2022-05-02,"compra spotifyes p1b3abad9c, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes pbabadc stockholm eta comision,gasto,2022-05,Ocio / Suscripciones,manual
2022-05-05,"transaccion contactless en minimarket la x, las palmas, . :*585729",1.8,transaccion contactless en minimarket la x las palmas,gasto,2022-05,Restauración,modelo
2022-05-09,"transaccion contactless en modas shanghai, telde, . :*585729",5.5,transaccion contactless en modas shanghai telde,gasto,2022-05,Supermercado,modelo
2022-05-06,"transaccion contactless en cantina el buen, valsequillo, . :*585729",27.0,transaccion contactless en cantina el buen valsequillo,gasto,2022-05,Restauración,manual
2022-05-08,"transaccion contactless en richard knize, san bartolom, . :*585729",3.6,transaccion contactless en richard knize san bartolom,gasto,2022-05,Restauración,manual
2022-05-09,"en minimarket la x, las palmas, . :*585729",0.5,en minimarket la x las palmas,gasto,2022-05,Restauración,modelo
2022-05-09,"en disa valsequill, valsequillo, . :*585729",1.9,en disa valsequill valsequillo,gasto,2022-05,Transporte,manual
2022-05-09,"en supermercdo lop, valsequillo (, . :*585729",3.55,en supermercdo lop valsequillo,gasto,2022-05,Restauración,modelo
2022-05-10,"compra internet en e.s. la mareta, telde, . :*585729",23.66,compra internet en e s la mareta telde,gasto,2022-05,Restauración,modelo
2022-05-12,"transaccion contactless en las casitas emp, las palmas de, . :*585729",2.6,transaccion contactless en las casitas emp las palmas de,gasto,2022-05,Restauración,manual
2022-05-13,"transaccion contactless en minimarket la x, las palmas, . :*585729",1.25,transaccion contactless en minimarket la x las palmas,gasto,2022-05,Restauración,modelo
2022-05-11,"compra apple.com/bill, 900812703, eta 5163830309585729 , comision 0,00",8.99,compra apple com bill eta comision,gasto,2022-05,Ocio / Suscripciones,manual
2022-05-16,"en bazar valsequil, valsequillo, . :*585729",1.2,en bazar valsequil valsequillo,gasto,2022-05,Restauración,modelo
2022-05-15,"en disa valsequill, valsequillo (, . :*585729",4.6,en disa valsequill valsequillo,gasto,2022-05,Transporte,manual
2022-05-18,"transaccion contactless en minimarket la x, las palmas, . :*585729",2.7,transaccion contactless en minimarket la x las palmas,gasto,2022-05,Restauración,modelo
2022-05-23,"compra tb3501 las arenas cle, las palmas, eta 5163830309585729 , comision 0,00",17.7,compra tb las arenas cle las palmas eta comision,gasto,2022-05,Restauración,modelo
2022-05-25,"transferencia de evelymar esperanza bastidas rosario, concepto gastos junio.",230.0,transferencia de evelymar esperanza bastidas rosario concepto gastos junio,ingreso,2022-05,Ingreso,manual
2022-05-25,"transferencia de evelymar esperanza bastidas rosario, concepto clases particulares.",162.0,transferencia de evelymar esperanza bastidas rosario concepto clases particulares,ingreso,2022-05,Ingreso,manual
2022-05-23,"compra domestic & general esp, madrid, eta 5163830309585729 , comision 0,00",6.19,compra domestic & general esp madrid eta comision,gasto,2022-05,Ocio / Suscripciones,modelo
2022-05-27,"compra internet en repsol waylet, madrid, . :*585729",27.68,compra internet en repsol waylet madrid,gasto,2022-05,Transporte,manual
2022-05-30,"transaccion contactless en cantina el buen, valsequillo, . :*585729",32.0,transaccion contactless en cantina el buen valsequillo,gasto,2022-05,Restauración,manual
2022-05-28,"en supermercdo lop, valsequillo (, . :*585729",10.35,en supermercdo lop valsequillo,gasto,2022-05,Restauración,modelo
2022-05-29,"en piscolabis la h, valsequillo, . :*585729",10.9,en piscolabis la h valsequillo,gasto,2022-05,Restauración,modelo
2022-05-31,"en kobe express, telde, . :*585729",8.2,en kobe express telde,gasto,2022-05,Supermercado,modelo
2022-06-01,"en floristeria ela, valsequillo, . :*585729",12.0,en floristeria ela valsequillo,gasto,2022-06,Restauración,modelo
2022-06-02,transferencia a favor de fernando concepto: cine,6.5,transferencia a favor de fernando concepto cine,gasto,2022-06,Transferencia personal,manual
2022-06-03,"en spin fit, telde, . :*585729",96.0,en spin fit telde,gasto,2022-06,Gastos extraordinarios,modelo
2022-06-03,"transaccion contactless en academia univer, palmas, . :*585729",86.5,transaccion contactless en academia univer palmas,gasto,2022-06,Facturas,manual
2022-06-06,"transaccion contactless en chiwawa vegueta, palmas de gra, . :*585729",16.85,transaccion contactless en chiwawa vegueta palmas de gra,gasto,2022-06,Restauración,modelo
2022-06-06,transferencia a favor de elena concepto: otra parte de la comida,11.25,transferencia a favor de elena concepto otra parte de la comida,gasto,2022-06,Transferencia personal,manual
2022-06-06,"compra internet en repsol waylet, madrid, . :*585729",23.98,compra internet en repsol waylet madrid,gasto,2022-06,Transporte,manual
2022-06-02,"compra spotifyes p1bc91a661, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes pbca stockholm eta comision,gasto,2022-06,Ocio / Suscripciones,manual
2022-06-07,"en street cafe, santa brigida, . :*585729",3.4,en street cafe santa brigida,gasto,2022-06,Transporte,modelo
2022-06-08,"transaccion contactless en supemercado lop, almendros, ur, . :*585729",3.01,transaccion contactless en supemercado lop almendros ur,gasto,2022-06,Restauración,modelo
2022-06-13,"en bar cafeteria t, valsequillo (, . :*585729",2.7,en bar cafeteria t valsequillo,gasto,2022-06,Restauración,manual
2022-06-12,"transaccion contactless en heladeria quint, telde, . :*585729",6.8,transaccion contactless en heladeria quint telde,gasto,2022-06,Restauración,manual
2022-06-13,"transferencia de evelymar esperanza bastidas rosario, concepto banador.",30.0,transferencia de evelymar esperanza bastidas rosario concepto banador,ingreso,2022-06,Ingreso,manual
2022-06-14,"transaccion contactless en la mareta, telde, . :*585729",7.48,transaccion contactless en la mareta telde,gasto,2022-06,Restauración,modelo
2022-06-13,"compra internet en repsol waylet, madrid, . :*585729",28.36,compra internet en repsol waylet madrid,gasto,2022-06,Transporte,manual
2022-06-20,"transaccion contactless en bazar estacion, las palmas de, . :*585729",2.0,transaccion contactless en bazar estacion las palmas de,gasto,2022-06,Restauración,modelo
2022-06-20,"en global salcai, las palmas de, . :*585729",11.2,en global salcai las palmas de,gasto,2022-06,Transporte,manual
2022-06-19,"transaccion contactless en global salcai, las palmas de, . :*585729",3.3,transaccion contactless en global salcai las palmas de,gasto,2022-06,Transporte,manual
2022-06-20,"transferencia de oscar alejandro gomez bastidas, concepto sin concepto.",3.0,transferencia de oscar alejandro gomez bastidas concepto sin concepto,ingreso,2022-06,Ingreso,manual
2022-06-24,"en mcdonalds telde, telde, . :*585729",2.5,en mcdonalds telde telde,gasto,2022-06,Restauración,manual
2022-06-27,"en alcampo telde, telde, . :*585729",6.52,en alcampo telde telde,gasto,2022-06,Supermercado,manual
2022-06-25,"en supermercdo lop, valsequillo (, . :*585729",5.49,en supermercdo lop valsequillo,gasto,2022-06,Restauración,modelo
2022-06-23,"compra domestic & general esp, madrid, eta 5163830309585729 , comision 0,00",6.19,compra domestic & general esp madrid eta comision,gasto,2022-06,Ocio / Suscripciones,modelo
2022-07-04,"compra spotifyes p1c53906d0, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes pcd stockholm eta comision,gasto,2022-07,Ocio / Suscripciones,manual
2022-07-05,"ingreso contra cuenta, atm suc.6140 el 04/07/2022 a las 21:40",50.0,ingreso contra cuenta atm suc el a las,ingreso,2022-07,Ingreso,modelo
2022-07-04,"reintegro, atm:00496140, las palmas de, . :*585729",40.0,reintegro atm las palmas de,gasto,2022-07,Ingreso,manual
2022-07-04,"ingreso contra cuenta, atm suc.6140 el 04/07/2022 a las 21:43",80.0,ingreso contra cuenta atm suc el a las,ingreso,2022-07,Ingreso,modelo
2022-07-06,"transferencia de evelymar esperanza bastidas rosario, concepto gastos julio mas adicional.",230.0,transferencia de evelymar esperanza bastidas rosario concepto gastos julio mas adicional,ingreso,2022-07,Ingreso,manual
2022-07-06,"transferencia de evelymar esperanza bastidas rosario, concepto adicionales para un helado de",50.0,transferencia de evelymar esperanza bastidas rosario concepto adicionales para un helado de,ingreso,2022-07,Ingreso,manual
2022-07-06,"recibo cayest turistica sl n: recibo 0049 6140 755 bbdygng ref. mandato 5382021522202206, de",34.0,recibo cayest turistica sl n recibo bbdygng ref mandato de,gasto,2022-07,Facturas,manual
2022-07-06,"transaccion contactless en supermercado hn, palmas (las), . :*585729",6.6,transaccion contactless en supermercado hn palmas las,gasto,2022-07,Restauración,modelo
2022-07-07,"compra internet en repsol waylet, madrid, . :*585729",24.47,compra internet en repsol waylet madrid,gasto,2022-07,Transporte,manual
2022-07-08,"transaccion contactless en la taramela, valsequillo, . :*585729",2.5,transaccion contactless en la taramela valsequillo,gasto,2022-07,Restauración,modelo
2022-07-08,"compra en 38, las palmas, . :*585729",0.4,compra en las palmas,gasto,2022-07,Transporte,modelo
2022-07-11,"en pepe chiringo, telde, . :*585729",5.8,en pepe chiringo telde,gasto,2022-07,Supermercado,modelo
2022-07-08,"en la mareta, telde, . :*585729",15.3,en la mareta telde,gasto,2022-07,Restauración,modelo
2022-07-08,"en mcdonalds telde, telde, . :*585729",4.5,en mcdonalds telde telde,gasto,2022-07,Restauración,manual
2022-07-09,"en spar la barranq, telde, . :*585729",1.1,en spar la barranq telde,gasto,2022-07,Restauración,manual
2022-07-11,"transferencia de oscar alejandro gomez bastidas, concepto sin concepto.",2.0,transferencia de oscar alejandro gomez bastidas concepto sin concepto,ingreso,2022-07,Ingreso,manual
2022-07-13,"transaccion contactless en toolman service, las palmas, . :*585729",53.5,transaccion contactless en toolman service las palmas,gasto,2022-07,Gastos extraordinarios,modelo
2022-07-13,"compra internet en artesiete las t, hornos del re, . :*585729",8.4,compra internet en artesiete las t hornos del re,gasto,2022-07,Ocio / Suscripciones,manual
2022-07-13,"transaccion contactless en supermercdo lop, valsequillo (, . :*585729",6.5,transaccion contactless en supermercdo lop valsequillo,gasto,2022-07,Restauración,modelo
2022-07-13,"compra internet en red itevelesa c, santa cruz de, . :*585729",32.89,compra internet en red itevelesa c santa cruz de,gasto,2022-07,Transporte,modelo
2022-07-13,"transaccion contactless en artesiete las t, hornos del re, . :*585729",5.7,transaccion contactless en artesiete las t hornos del re,gasto,2022-07,Ocio / Suscripciones,manual
2022-07-14,"transferencia de evelymar esperanza bastidas rosario, concepto movimiento ing.",100.0,transferencia de evelymar esperanza bastidas rosario concepto movimiento ing,ingreso,2022-07,Ingreso,manual
2022-07-14,"compra internet en repsol waylet, madrid, . :*585729",32.59,compra internet en repsol waylet madrid,gasto,2022-07,Transporte,manual
2022-07-14,"en alcampo telde, telde, . :*585729",14.36,en alcampo telde telde,gasto,2022-07,Supermercado,manual
2022-07-15,"transaccion contactless en laiba doner keb, telde, . :*585729",14.6,transaccion contactless en laiba doner keb telde,gasto,2022-07,Supermercado,modelo
2022-07-14,"en 38, las palmas, . :*585729",0.65,en las palmas,gasto,2022-07,Transporte,modelo
2022-07-15,"transaccion contactless en frabecar canari, las palmas, . :*585729",3.2,transaccion contactless en frabecar canari las palmas,gasto,2022-07,Restauración,modelo
2022-07-15,"transaccion contactless en la panera, valsequillo (, . :*585729",5.05,transaccion contactless en la panera valsequillo,gasto,2022-07,Restauración,modelo
2022-07-15,transferencia a favor de yazmina concepto: viaje,100.0,transferencia a favor de yazmina concepto viaje,gasto,2022-07,Transferencia personal,manual
2022-07-18,"transaccion contactless en bar cafeteria t, valsequillo (, . :*585729",5.3,transaccion contactless en bar cafeteria t valsequillo,gasto,2022-07,Restauración,manual
2022-07-16,"transaccion contactless en cantina el buen, valsequillo, . :*585729",29.2,transaccion contactless en cantina el buen valsequillo,gasto,2022-07,Restauración,manual
2022-07-17,"en la posada del m, melenara, . :*585729",22.33,en la posada del m melenara,gasto,2022-07,Restauración,modelo
2022-07-18,"transferencia de oscar alejandro gomez bastidas, concepto y.",6.3,transferencia de oscar alejandro gomez bastidas concepto y,ingreso,2022-07,Ingreso,manual
2022-07-19,"transferencia de debora vega ravelo, concepto ..",15.0,transferencia de debora vega ravelo concepto,ingreso,2022-07,Ingreso,manual
2022-07-21,"en dinastia, valsequillo, . :*585729",2.8,en dinastia valsequillo,gasto,2022-07,Restauración,modelo
2022-07-22,"compra internet en repsol waylet, madrid, . :*585729",32.68,compra internet en repsol waylet madrid,gasto,2022-07,Transporte,manual
2022-07-22,"transferencia de oscar alejandro gomez bastidas, concepto sin concepto.",20.0,transferencia de oscar alejandro gomez bastidas concepto sin concepto,ingreso,2022-07,Ingreso,manual
2022-07-22,"transferencia de oscar alejandro gomez bastidas, concepto r.",10.0,transferencia de oscar alejandro gomez bastidas concepto r,ingreso,2022-07,Ingreso,manual
2022-07-25,"en transp. y sum., tuineje-fuert, . :*585729",17.48,en transp y sum tuineje fuert,gasto,2022-07,Restauración,modelo
2022-07-25,"en felix fumero s., gran tarajal, . :*585729",32.49,en felix fumero s gran tarajal,gasto,2022-07,Restauración,modelo
2022-07-23,"compra domestic & general esp, madrid, eta 5163830309585729 , comision 0,00",6.19,compra domestic & general esp madrid eta comision,gasto,2022-07,Ocio / Suscripciones,modelo
2022-07-25,"transferencia de oscar alejandro gomez bastidas, concepto gasofa.",10.0,transferencia de oscar alejandro gomez bastidas concepto gasofa,ingreso,2022-07,Ingreso,manual
2022-07-25,"transferencia de evelymar esperanza bastidas rosario, concepto gastos agosti.",232.0,transferencia de evelymar esperanza bastidas rosario concepto gastos agosti,ingreso,2022-07,Ingreso,manual
2022-07-26,"transferencia de oscar alejandro gomez bastidas, concepto sin concepto.",29.4,transferencia de oscar alejandro gomez bastidas concepto sin concepto,ingreso,2022-07,Ingreso,manual
2022-07-26,"en chiringuito isl, corralejo, . :*585729",12.0,en chiringuito isl corralejo,gasto,2022-07,Restauración,modelo
2022-07-26,transferencia a favor de zen:n concepto: comida,6.9,transferencia a favor de zen n concepto comida,gasto,2022-07,Transferencia personal,manual
2022-07-27,"compra internet en repsol waylet, madrid, . :*585729",32.54,compra internet en repsol waylet madrid,gasto,2022-07,Transporte,manual
2022-07-28,transferencia a favor de zen:n concepto: comida,10.5,transferencia a favor de zen n concepto comida,gasto,2022-07,Transferencia personal,manual
2022-07-27,"en isturk, puerto del ro, . :*585729",12.5,en isturk puerto del ro,gasto,2022-07,Restauración,modelo
2022-07-28,"transferencia de oscar alejandro gomez bastidas, concepto gasoil.",30.0,transferencia de oscar alejandro gomez bastidas concepto gasoil,ingreso,2022-07,Ingreso,manual
2022-07-29,"transaccion contactless en hd arnao, telde, . :*585729",18.28,transaccion contactless en hd arnao telde,gasto,2022-07,Supermercado,modelo
2022-08-01,"en muelle deportiv, palmas de gra, . :*585729",2.3,en muelle deportiv palmas de gra,gasto,2022-08,Restauración,modelo
2022-07-31,"en bar cafeteria t, valsequillo (, . :*585729",13.6,en bar cafeteria t valsequillo,gasto,2022-07,Restauración,manual
2022-08-01,"transferencia de debora vega ravelo, concepto ..",19.0,transferencia de debora vega ravelo concepto,ingreso,2022-08,Ingreso,manual
2022-07-31,"compra www.groupon.es, groupon.es, eta 5163830309585729 , comision 0,00",29.99,compra www groupon es groupon es eta comision,gasto,2022-07,Restauración,modelo
2022-07-29,"compra toogoodtog 4918nvk37up, toogoodtogo.e, eta 5163830309585729 , comision 0,00",3.99,compra toogoodtog nvkup toogoodtogo e eta comision,gasto,2022-07,Ocio / Suscripciones,modelo
2022-08-01,"transferencia de oscar alejandro gomez bastidas, concepto comida.",13.35,transferencia de oscar alejandro gomez bastidas concepto comida,ingreso,2022-08,Ingreso,manual
2022-08-01,"transferencia de oscar alejandro gomez bastidas, concepto sin concepto.",4.0,transferencia de oscar alejandro gomez bastidas concepto sin concepto,ingreso,2022-08,Ingreso,manual
2022-08-02,"en laiba doner keb, telde, . :*585729",15.0,en laiba doner keb telde,gasto,2022-08,Supermercado,modelo
2022-08-02,"transferencia de debora vega ravelo, concepto -..",15.0,transferencia de debora vega ravelo concepto,ingreso,2022-08,Ingreso,manual
2022-08-02,"transferencia de debora vega ravelo, concepto ..",10.0,transferencia de debora vega ravelo concepto,ingreso,2022-08,Ingreso,manual
2022-08-02,"compra internet en repsol waylet, madrid, . :*585729",24.25,compra internet en repsol waylet madrid,gasto,2022-08,Transporte,manual
2022-08-02,"en pizzeria dibe a, agaete, . :*585729",32.85,en pizzeria dibe a agaete,gasto,2022-08,Restauración,modelo
2022-07-30,"compra tb3501 las arenas cle, las palmas, eta 5163830309585729 , comision 0,00",19.0,compra tb las arenas cle las palmas eta comision,gasto,2022-07,Restauración,modelo
2022-07-30,"compra tb3501 las arenas cle, las palmas, eta 5163830309585729 , comision 0,00",3.25,compra tb las arenas cle las palmas eta comision,gasto,2022-07,Restauración,modelo
2022-08-03,"compra internet en repsol waylet, madrid, . :*585729",24.19,compra internet en repsol waylet madrid,gasto,2022-08,Transporte,manual
2022-08-03,"transferencia de debora vega ravelo, concepto ..",33.1,transferencia de debora vega ravelo concepto,ingreso,2022-08,Ingreso,manual
2022-08-04,"en global salcai, las palmas de, . :*585729",1.65,en global salcai las palmas de,gasto,2022-08,Transporte,manual
2022-08-04,"transaccion contactless en global salcai, las palmas de, . :*585729",4.3,transaccion contactless en global salcai las palmas de,gasto,2022-08,Transporte,manual
2022-08-02,"compra spotifyes p1ce6a816f, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes pceaf stockholm eta comision,gasto,2022-08,Ocio / Suscripciones,manual
2022-08-05,"en global salcai, las palmas de, . :*585729",4.4,en global salcai las palmas de,gasto,2022-08,Transporte,manual
